age,education,marital status,number of children,ideal number of children,sex,sexual orientation,race,ethinicity,political views,religious preference,religious services attend,abortion opinion,sexual education,homosexual opinion,tv hours,email hours,relax hours,work related racism,work satisfaction,life satisfaction,poor mental health,confidence in government,ballot
37,13,5,0,8,2,nan,2,2,2,4,0,1,1,4,4,0,10,2,3,6,0,nan,1
25,12,5,1,8,2,3,1,1,4,4,0,nan,1,nan,2,2,nan,nan,2,nan,nan,nan,2
43,20,5,2,3,2,nan,3,16,4,2,6,nan,1,4,0,10,4,2,1,9,4,nan,1
45,14,1,1,nan,2,3,3,8,4,4,0,1,nan,4,nan,nan,9,2,2,7,5,2,3
66,18,1,4,nan,2,3,1,1,5,1,6,nan,nan,1,nan,nan,nan,nan,2,nan,nan,nan,3
55,12,2,1,2,2,nan,2,2,2,1,0,1,1,4,3,0,6,2,1,8,6,nan,1
nan,12,5,0,8,1,nan,2,2,4,4,0,nan,2,nan,0,6,6,2,2,6,0,nan,2
75,20,1,2,nan,1,3,1,1,5,1,7,nan,nan,1,nan,nan,2,2,1,9,0,nan,3
89,14,2,6,nan,2,nan,2,2,5,1,5,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
83,17,1,3,2,1,nan,1,1,6,1,3,nan,1,nan,3,0,nan,nan,nan,nan,nan,nan,2
nan,14,1,3,nan,1,nan,3,16,5,2,7,1,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
80,16,1,3,nan,2,nan,3,15,4,2,8,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
61,16,1,0,2,2,nan,1,1,5,1,0,1,1,3,6,14,6,2,1,8,3,1,1
80,14,1,0,nan,2,3,1,1,2,1,0,nan,nan,4,nan,nan,nan,nan,nan,nan,nan,1,3
86,16,1,2,3,1,nan,1,1,6,1,7,nan,2,nan,2,0,nan,nan,nan,nan,nan,nan,2
59,18,1,2,2,2,nan,1,1,2,4,1,nan,1,nan,2,3,nan,nan,nan,nan,nan,1,2
31,20,5,0,3,2,nan,1,1,5,2,2,nan,1,4,3,51,3,2,2,8,0,2,1
63,18,1,8,2,2,nan,2,2,5,1,4,nan,1,1,2,4,nan,nan,nan,nan,nan,nan,1
nan,12,5,4,2,2,nan,2,2,4,1,3,nan,1,nan,8,1,5,2,2,7,0,nan,2
nan,13,5,4,nan,2,nan,2,2,nan,1,2,nan,1,nan,5,8,0,2,1,8,4,nan,2
nan,14,2,1,nan,2,nan,2,2,nan,5,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
20,20,5,7,2,1,nan,3,6,2,7,5,nan,1,2,5,nan,nan,nan,nan,nan,nan,nan,1
nan,14,1,3,nan,2,3,2,2,4,1,8,1,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
25,18,1,0,3,2,nan,1,1,6,1,8,nan,2,1,15,1,4,2,1,9,0,2,1
68,17,2,2,2,1,nan,1,1,7,4,0,1,1,4,7,1,nan,2,1,nan,0,nan,1
38,12,5,2,2,1,nan,2,2,4,1,4,nan,1,nan,5,0,5,2,1,nan,0,nan,2
22,16,5,0,2,2,nan,2,2,4,1,6,nan,1,4,7,4,nan,nan,nan,nan,nan,nan,1
32,14,5,0,2,2,nan,2,2,3,4,0,1,1,4,5,2,2,2,1,7,5,nan,1
35,16,1,1,2,1,3,3,10,3,9,3,nan,1,nan,1,4,1,2,2,6,0,1,2
44,20,1,0,3,1,nan,2,2,4,1,7,2,1,1,10,15,3,2,3,6,0,nan,1
49,16,5,1,2,1,nan,1,1,4,1,6,nan,1,nan,5,5,3,2,1,10,3,3,2
nan,14,1,2,nan,1,nan,3,16,4,4,0,1,nan,3,nan,nan,nan,nan,1,nan,nan,nan,3
43,12,1,3,nan,1,nan,1,1,4,2,6,1,nan,4,nan,nan,0,2,3,9,0,nan,3
40,20,5,2,2,2,3,2,2,4,1,3,nan,1,nan,1,20,1,1,2,10,0,nan,2
62,16,4,2,3,2,nan,1,1,6,1,5,nan,1,3,3,4,5,2,3,7,0,1,1
nan,18,3,2,nan,1,nan,1,1,2,1,2,1,1,4,2,25,6,2,2,8,0,nan,1
55,20,1,2,nan,2,3,1,1,4,4,0,1,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,3
31,14,1,2,3,2,1,3,10,4,9,8,nan,2,nan,2,2,nan,nan,1,nan,nan,1,2
68,13,3,2,2,2,nan,1,1,1,4,0,1,1,4,4,14,nan,nan,nan,nan,nan,1,1
nan,16,5,0,2,2,nan,1,1,7,nan,0,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
73,18,1,1,8,1,nan,1,1,5,1,5,nan,1,3,5,6,nan,nan,nan,nan,nan,nan,1
74,16,3,0,nan,1,3,1,1,6,1,5,2,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
69,19,1,2,nan,2,3,1,1,2,3,2,nan,nan,4,nan,nan,nan,nan,nan,nan,nan,1,3
78,16,1,4,8,2,nan,1,1,3,4,0,1,1,4,6,0,nan,nan,nan,nan,nan,nan,1
58,12,1,5,5,2,nan,1,1,6,1,6,2,1,1,6,0,nan,nan,nan,nan,nan,nan,1
66,12,1,2,2,1,3,1,1,7,1,2,nan,1,nan,2,4,nan,nan,2,nan,nan,nan,2
21,15,5,0,nan,1,3,1,1,6,1,6,2,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
43,20,1,nan,2,2,nan,1,1,7,2,4,nan,1,nan,nan,nan,nan,2,1,8,nan,nan,2
62,16,1,2,8,1,nan,1,1,6,1,3,nan,2,nan,3,15,3,2,1,10,0,nan,2
40,15,1,4,8,1,nan,1,1,6,2,3,nan,1,4,1,10,2,2,2,8,0,1,1
37,19,1,1,nan,1,3,1,1,6,1,6,2,nan,1,nan,nan,7,2,1,8,2,nan,3
68,16,1,1,2,1,nan,1,1,5,1,3,nan,1,nan,10,2,nan,nan,nan,nan,nan,nan,2
39,16,1,1,nan,1,3,1,1,4,1,3,nan,nan,1,nan,nan,1,2,1,10,10,nan,3
42,16,1,2,2,2,nan,nan,nan,3,4,1,nan,1,4,1,8,2,2,2,8,5,2,1
37,20,1,4,nan,2,3,3,9,3,2,6,1,nan,4,nan,nan,0,2,1,9,5,nan,3
61,14,1,0,2,2,nan,1,1,4,2,0,nan,1,nan,4,30,5,2,2,10,0,nan,2
69,20,1,2,nan,2,3,3,8,4,1,7,2,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
71,19,3,2,nan,2,3,1,1,4,2,3,2,nan,4,nan,nan,4,2,2,7,0,nan,3
73,17,3,2,8,2,3,1,1,3,2,2,nan,1,nan,8,7,nan,nan,nan,nan,nan,nan,2
64,16,1,4,nan,1,3,1,1,7,1,7,2,nan,1,nan,nan,3,2,1,9,10,3,3
70,16,1,1,2,1,nan,1,1,6,1,4,nan,2,nan,6,1,8,2,2,9,0,nan,2
70,16,3,1,2,1,3,1,1,6,1,7,nan,1,nan,6,15,nan,nan,nan,nan,nan,nan,2
55,17,1,4,nan,2,3,1,1,4,2,7,2,nan,1,nan,nan,4,2,1,nan,0,nan,3
69,6,3,0,nan,1,3,1,1,4,1,5,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
50,16,1,3,3,1,nan,1,1,7,1,2,nan,1,nan,2,1,2,2,1,10,0,nan,2
41,12,1,3,3,1,nan,1,1,7,1,7,nan,1,1,1,0,1,2,1,10,0,nan,1
77,11,2,2,2,2,3,1,1,4,1,1,nan,1,nan,7,2,nan,nan,nan,nan,nan,nan,2
56,18,3,1,nan,2,3,1,1,2,4,0,1,nan,4,nan,nan,4,2,2,9,1,2,3
56,20,1,0,3,1,nan,1,1,7,1,0,2,1,1,3,0,4,2,2,8,0,nan,1
19,13,5,3,0,2,nan,2,2,7,4,0,nan,2,4,0,0,nan,nan,nan,nan,nan,nan,1
40,13,1,2,8,1,nan,2,2,4,11,7,nan,1,1,1,30,12,1,1,9,0,1,1
41,14,1,4,8,1,nan,3,15,4,4,0,nan,1,nan,4,2,nan,2,2,9,0,nan,1
72,18,5,1,nan,2,3,2,2,4,1,7,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
20,12,5,0,nan,2,3,1,1,2,4,2,nan,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,3
54,16,5,2,nan,1,3,1,1,5,1,0,2,nan,3,nan,nan,2,2,4,8,0,nan,3
33,12,4,0,3,2,nan,1,1,2,4,0,2,1,4,3,2,2,2,2,7,15,nan,1
40,16,1,0,2,2,nan,1,1,5,1,6,nan,2,nan,4,10,3,2,2,8,nan,nan,2
nan,14,1,3,3,nan,nan,1,1,6,2,3,2,2,1,4,nan,nan,nan,2,nan,nan,nan,1
nan,13,1,2,nan,1,3,1,1,7,1,8,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
70,5,1,3,2,2,nan,3,4,nan,7,2,nan,1,nan,3,0,nan,nan,nan,nan,nan,1,2
32,12,5,1,8,2,nan,2,2,5,11,3,nan,2,nan,0,3,nan,nan,3,nan,nan,3,2
nan,12,1,2,8,2,nan,3,16,2,1,7,nan,1,4,5,1,4,1,3,9,5,2,1
18,12,5,0,3,2,nan,1,1,6,4,2,nan,1,nan,3,1,nan,nan,2,nan,nan,nan,2
54,18,1,3,8,2,nan,1,1,6,1,7,2,1,1,1,2,4,2,1,10,0,nan,1
65,12,1,2,nan,1,nan,1,1,3,2,2,nan,nan,4,nan,nan,3,2,2,8,nan,nan,3
66,12,1,0,nan,2,3,1,1,6,4,0,nan,nan,4,nan,nan,nan,nan,nan,nan,nan,3,3
54,16,3,0,4,2,3,1,1,4,5,0,nan,1,nan,8,0,nan,nan,4,nan,nan,3,2
47,10,1,2,2,2,nan,1,1,4,4,1,nan,1,4,1,25,1,2,4,6,15,nan,1
40,12,5,0,5,2,nan,3,3,5,11,2,2,1,4,0,18,4,1,1,8,5,nan,1
32,16,1,2,nan,2,nan,1,1,6,11,2,nan,1,nan,1,6,1,2,1,10,0,nan,2
67,12,2,3,2,2,nan,2,2,4,1,8,nan,1,nan,3,0,nan,nan,nan,nan,nan,nan,2
61,12,1,2,nan,1,3,1,1,5,4,0,nan,nan,4,nan,nan,6,2,1,10,0,nan,3
84,10,2,5,nan,1,3,1,1,6,2,7,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,2,3
39,19,1,2,8,2,nan,3,3,2,4,2,nan,1,4,2,3,4,1,1,9,0,nan,1
28,11,1,3,8,1,nan,1,1,3,4,0,nan,1,4,2,4,10,2,2,6,4,2,1
60,16,1,2,2,1,nan,1,1,5,2,2,2,1,3,3,25,3,2,1,8,0,nan,1
68,12,3,2,2,2,nan,1,1,4,1,4,nan,1,4,4,25,18,2,4,7,5,3,1
64,12,1,4,nan,2,3,1,1,4,1,7,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,3,3
57,12,3,1,1,1,nan,3,3,4,1,3,2,1,1,20,0,14,2,2,4,0,nan,1
48,13,nan,2,nan,2,nan,1,1,6,1,6,2,nan,3,nan,nan,nan,nan,1,nan,nan,nan,3
69,12,1,2,nan,2,3,1,1,4,1,0,nan,nan,4,nan,nan,3,2,4,nan,0,nan,3
55,13,1,2,nan,1,3,1,1,4,1,0,2,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
60,16,1,2,nan,1,3,1,1,6,1,8,2,nan,4,nan,nan,2,2,2,9,0,3,3
79,14,3,3,nan,1,2,1,1,2,6,1,1,nan,3,nan,nan,nan,nan,nan,nan,nan,1,3
41,20,1,3,2,1,nan,1,1,4,4,0,nan,1,4,1,14,1,2,1,7,10,nan,1
61,18,3,1,2,2,nan,1,1,2,4,0,nan,1,nan,3,30,3,2,3,5,7,1,2
84,13,3,4,8,2,nan,1,1,2,4,0,1,1,4,3,1,nan,nan,nan,nan,nan,nan,1
nan,13,2,1,nan,2,3,1,1,6,1,7,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
28,14,5,0,nan,1,3,1,1,4,4,0,nan,nan,4,nan,nan,3,2,nan,8,12,2,3
42,14,1,0,0,1,nan,1,1,2,4,0,1,1,4,1,3,3,2,1,6,0,nan,1
36,15,5,0,nan,1,1,1,1,3,4,1,nan,1,nan,2,25,3,2,1,8,12,1,2
62,17,1,1,2,2,nan,1,1,4,3,3,nan,1,4,6,30,nan,nan,nan,nan,nan,1,1
60,14,1,3,3,1,nan,1,1,5,2,4,nan,1,4,2,0,3,2,2,9,0,2,1
59,19,1,1,2,2,nan,1,1,4,4,1,nan,1,nan,2,1,0,2,2,9,5,nan,2
22,16,5,0,8,2,nan,1,1,2,4,0,nan,1,4,1,8,3,2,1,7,20,nan,1
69,16,1,2,2,1,nan,1,1,1,3,2,nan,1,nan,10,10,3,2,2,9,2,nan,2
72,13,3,2,nan,1,3,1,1,6,2,6,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,2,3
76,12,1,2,3,1,3,1,1,6,2,1,nan,1,nan,3,3,nan,nan,nan,nan,nan,nan,2
22,15,5,0,8,1,3,1,1,5,1,2,nan,1,nan,2,3,nan,nan,nan,nan,nan,nan,2
54,12,1,4,2,2,3,1,1,4,2,4,nan,nan,nan,2,2,3,2,1,9,5,nan,2
nan,14,2,3,nan,2,nan,1,1,5,2,2,nan,1,nan,4,0,nan,nan,nan,nan,nan,nan,2
69,14,1,1,2,1,nan,1,1,5,6,0,nan,nan,4,2,0,8,2,2,6,0,nan,1
85,12,2,3,nan,2,3,1,1,7,1,7,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
nan,18,5,0,8,nan,nan,3,16,3,1,3,nan,1,nan,2,nan,nan,nan,nan,nan,nan,nan,2
58,16,1,3,3,1,nan,1,1,5,2,6,nan,1,4,3,18,5,2,1,10,0,nan,1
37,17,1,1,2,2,nan,1,1,3,6,0,1,1,3,1,5,nan,nan,2,nan,nan,2,1
20,14,5,0,nan,1,3,1,1,2,4,0,1,nan,4,nan,nan,nan,nan,3,nan,nan,nan,3
64,16,1,2,2,2,nan,1,1,2,3,1,1,1,4,3,15,3,2,3,6,3,1,1
42,16,1,2,nan,2,3,3,4,4,7,3,nan,nan,4,nan,nan,nan,nan,3,nan,nan,2,3
65,16,1,3,3,1,3,1,1,6,1,6,nan,1,nan,3,2,nan,nan,nan,nan,nan,nan,2
39,18,1,1,1,2,nan,1,1,3,2,1,1,1,4,3,30,1,2,2,9,2,2,1
54,12,1,2,nan,2,3,1,1,2,2,2,1,nan,3,nan,nan,nan,nan,nan,nan,nan,1,3
nan,16,1,nan,8,1,nan,1,1,3,2,2,nan,1,4,1,2,3,2,2,9,0,nan,1
76,16,1,2,8,1,nan,1,1,5,2,1,nan,1,nan,5,2,nan,nan,nan,nan,nan,2,2
68,14,1,2,2,1,nan,1,1,5,1,3,2,2,nan,3,1,nan,nan,nan,nan,nan,nan,1
58,16,1,2,8,2,nan,2,2,2,2,3,nan,1,4,3,2,5,2,1,9,0,nan,1
63,16,3,2,nan,1,3,3,10,5,4,0,1,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,3
21,15,5,0,8,2,nan,1,1,3,1,4,nan,1,4,2,1,3,2,2,10,0,2,1
26,14,1,0,1,2,nan,3,16,4,4,0,nan,1,nan,0,40,6,2,1,nan,0,1,2
34,16,5,0,2,1,nan,1,1,1,4,0,nan,1,nan,2,0,3,2,2,5,6,1,2
34,15,5,0,2,1,nan,1,1,1,4,0,nan,1,4,2,12,4,2,2,9,0,nan,1
23,16,5,0,8,2,nan,1,1,6,2,6,2,1,3,1,0,nan,nan,nan,nan,nan,3,1
32,16,5,0,3,2,nan,3,5,2,4,2,nan,1,4,1,0,5,2,3,6,2,nan,1
26,17,3,0,8,1,nan,1,1,3,4,0,nan,1,4,0,3,nan,nan,nan,nan,nan,2,1
76,16,2,1,nan,2,3,2,2,4,1,7,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
22,12,5,1,nan,2,1,2,2,7,1,5,1,nan,4,nan,nan,nan,nan,3,nan,nan,2,3
67,16,5,0,3,1,nan,2,2,5,1,8,2,1,1,6,5,nan,nan,nan,nan,nan,1,1
35,16,5,0,nan,2,3,2,2,3,1,4,nan,nan,4,nan,nan,4,2,2,9,5,nan,3
40,11,5,7,nan,2,3,2,2,4,1,1,nan,nan,1,nan,nan,5,2,2,10,0,nan,3
53,16,5,0,3,1,3,2,2,3,1,8,nan,1,nan,2,1,3,2,2,7,10,nan,2
63,12,5,0,nan,1,nan,2,2,2,1,7,nan,nan,1,nan,nan,nan,nan,1,nan,nan,nan,3
72,16,1,2,2,1,nan,3,4,4,7,7,2,1,2,2,8,0,2,1,8,0,nan,1
67,16,2,3,4,2,nan,2,2,4,1,5,nan,1,nan,3,1,nan,nan,nan,nan,nan,2,2
nan,16,1,0,nan,1,nan,1,1,3,5,0,1,nan,4,nan,nan,8,2,2,10,nan,nan,3
51,20,1,2,nan,2,3,1,1,4,1,2,nan,nan,4,nan,nan,4,2,2,9,0,1,3
54,12,1,2,2,1,nan,1,1,4,4,0,2,1,4,2,0,0,2,2,5,30,nan,1
75,17,1,1,2,1,nan,1,1,4,1,7,nan,1,nan,4,1,nan,nan,nan,nan,nan,1,2
28,18,1,3,nan,2,3,3,15,4,4,1,nan,nan,4,nan,nan,nan,nan,nan,nan,nan,3,3
nan,18,5,1,8,2,nan,1,1,5,11,7,nan,1,4,2,nan,3,2,2,nan,0,nan,1
nan,16,5,0,3,2,3,1,1,4,2,4,nan,1,nan,2,25,3,2,1,9,0,nan,2
75,18,3,6,2,2,nan,2,2,1,1,5,nan,1,nan,4,1,nan,nan,nan,nan,nan,1,2
82,13,3,4,nan,2,3,1,1,2,4,1,nan,nan,4,nan,nan,nan,nan,1,nan,nan,nan,3
nan,14,5,nan,8,2,3,1,1,4,nan,0,nan,1,nan,2,10,nan,nan,1,nan,nan,nan,2
49,17,1,2,2,1,nan,3,4,4,8,3,nan,1,nan,2,0,nan,nan,2,nan,nan,nan,2
27,nan,5,8,1,1,nan,1,1,7,4,2,1,nan,4,5,0,nan,nan,2,nan,nan,3,1
57,15,1,4,8,2,nan,1,1,7,1,7,nan,2,1,1,7,3,2,1,10,2,nan,1
33,20,5,0,2,1,3,1,1,6,2,0,nan,1,nan,2,8,4,2,4,3,30,3,2
59,13,1,4,3,2,nan,1,1,7,1,7,nan,2,1,2,0,4,2,1,9,0,nan,1
68,12,1,0,0,1,nan,1,1,4,2,0,nan,1,nan,5,2,nan,nan,nan,nan,nan,2,2
63,16,1,2,2,1,nan,1,1,3,2,3,nan,1,nan,6,1,1,2,2,8,0,nan,2
37,14,1,2,2,2,nan,nan,nan,4,4,0,nan,1,4,3,1,nan,nan,1,nan,nan,nan,1
76,13,1,2,2,1,nan,1,1,4,4,1,nan,1,nan,4,6,nan,nan,nan,nan,nan,2,2
70,19,1,0,3,2,nan,2,2,2,1,8,nan,1,nan,6,10,nan,nan,nan,nan,nan,nan,2
70,14,1,4,nan,2,3,2,2,1,1,7,nan,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,3
42,14,5,5,4,1,3,2,2,3,4,2,nan,1,nan,1,3,2,2,2,7,0,3,2
42,16,5,2,nan,2,3,2,2,3,1,5,1,nan,nan,nan,nan,3,2,2,8,0,nan,3
65,12,1,3,3,1,nan,2,2,4,1,5,1,1,2,12,4,nan,nan,nan,nan,nan,1,1
45,14,1,0,3,2,nan,1,1,4,1,0,2,1,4,2,0,3,2,1,9,1,1,1
49,14,1,3,4,1,nan,1,1,5,2,0,nan,1,2,2,0,nan,nan,1,nan,nan,3,1
75,12,1,2,2,2,nan,1,1,5,1,6,2,1,1,10,10,nan,nan,nan,nan,nan,3,1
37,11,2,5,8,2,nan,1,1,4,4,0,nan,1,4,0,0,20,2,3,5,30,nan,1
68,12,1,2,4,1,3,2,2,1,1,1,nan,1,nan,10,0,nan,nan,nan,nan,nan,2,2
nan,12,1,5,8,1,nan,1,1,5,2,1,nan,nan,nan,1,1,2,2,2,8,30,nan,2
21,15,5,0,3,2,nan,1,1,4,1,2,1,1,4,3,0,7,1,2,nan,6,nan,1
44,16,1,0,nan,2,3,2,2,6,1,5,nan,nan,1,nan,nan,3,2,1,9,0,nan,3
48,13,4,0,nan,2,3,2,2,5,1,8,2,nan,1,nan,nan,nan,nan,nan,nan,nan,3,3
51,12,1,1,nan,2,3,1,1,4,2,7,nan,nan,nan,nan,nan,nan,nan,4,nan,nan,nan,3
46,12,4,2,nan,1,nan,2,2,nan,1,0,nan,1,nan,3,0,nan,nan,nan,nan,nan,nan,2
38,20,1,2,nan,2,3,2,2,2,4,0,nan,nan,4,nan,nan,4,1,2,8,14,nan,3
41,14,3,1,3,2,nan,2,2,3,11,3,nan,1,nan,2,0,4,2,2,8,0,3,2
nan,14,1,0,nan,1,3,3,15,5,1,4,nan,nan,4,nan,nan,6,2,2,9,0,nan,3
52,15,2,3,2,2,3,1,1,nan,3,1,nan,1,nan,1,4,0,2,1,7,0,nan,2
64,10,5,0,3,1,nan,1,1,6,2,4,nan,2,1,6,0,2,2,1,8,0,nan,1
32,16,1,1,2,1,3,3,4,5,7,3,nan,1,nan,1,5,5,2,1,8,0,2,2
28,14,5,0,3,1,nan,1,1,3,4,0,nan,1,4,3,1,4,2,3,8,1,nan,1
51,6,4,3,3,2,nan,1,1,1,2,3,nan,1,nan,5,nan,nan,nan,1,nan,nan,nan,2
62,12,3,2,nan,2,3,1,1,4,2,1,nan,nan,4,nan,nan,nan,nan,2,nan,nan,2,3
18,12,5,0,2,2,nan,1,1,2,4,0,nan,1,4,0,1,nan,nan,2,nan,nan,2,1
21,15,5,0,1,2,nan,1,1,2,4,0,nan,1,nan,1,2,nan,nan,nan,nan,nan,1,2
38,12,4,3,8,2,3,1,1,5,2,7,nan,1,nan,3,40,5,2,2,nan,0,nan,2
27,14,5,1,2,2,nan,3,3,2,4,0,nan,1,nan,2,0,nan,nan,1,nan,nan,nan,2
39,17,4,3,8,2,nan,1,1,4,5,3,nan,1,4,2,0,nan,nan,1,nan,nan,nan,1
18,11,5,0,nan,1,3,1,1,6,5,0,2,nan,2,nan,nan,nan,nan,3,nan,nan,nan,3
25,15,5,1,4,1,nan,1,1,4,2,4,1,1,1,1,10,3,2,2,7,3,nan,1
32,9,1,3,nan,2,nan,1,1,6,4,0,nan,nan,1,nan,nan,4,nan,1,10,7,1,3
34,9,5,3,nan,2,nan,3,15,6,2,6,2,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
25,12,1,2,3,2,nan,3,3,5,1,7,nan,1,nan,2,0,2,2,2,8,0,nan,2
48,2,1,4,5,2,nan,1,1,6,2,5,2,2,1,0,nan,nan,nan,1,nan,nan,nan,1
36,12,1,3,4,2,nan,1,1,5,1,8,nan,2,nan,2,0,nan,nan,1,nan,nan,nan,2
48,14,1,2,nan,2,3,2,2,4,1,7,2,nan,1,nan,nan,5,2,2,10,0,3,3
41,6,4,2,4,1,nan,1,1,4,2,2,nan,1,1,4,nan,0,2,2,7,0,nan,1
39,15,1,2,3,2,nan,1,1,6,2,nan,nan,nan,nan,5,0,6,2,3,6,1,nan,2
26,20,5,1,1,2,nan,2,2,2,4,2,nan,1,2,1,1,4,1,2,2,3,1,1
38,16,5,0,3,1,3,3,15,2,1,1,nan,1,nan,2,20,4,2,3,5,10,2,2
50,17,5,0,1,1,nan,3,10,1,9,0,nan,1,4,6,8,19,1,2,7,10,1,1
57,12,5,2,nan,1,nan,2,2,6,2,0,2,nan,1,nan,nan,1,2,1,9,0,nan,3
42,16,5,0,3,2,3,3,8,5,1,5,nan,1,nan,1,0,1,2,1,7,0,nan,2
50,16,5,8,3,2,nan,1,1,4,2,0,nan,2,nan,2,10,2,2,1,7,0,nan,2
34,nan,1,0,2,1,nan,1,1,4,5,4,1,2,4,3,8,nan,nan,1,nan,nan,nan,1
48,14,1,2,2,1,nan,1,1,3,4,1,1,1,4,10,0,1,2,2,7,20,nan,1
42,14,3,6,2,2,nan,1,1,5,5,0,1,1,4,0,10,nan,nan,4,nan,nan,nan,1
23,14,5,0,2,1,2,3,16,5,2,0,nan,1,nan,0,0,8,2,1,7,10,nan,2
34,17,1,0,2,2,nan,1,1,2,4,0,nan,1,4,1,8,4,2,1,9,2,nan,1
76,18,1,3,2,1,nan,3,15,4,9,8,nan,1,nan,1,10,nan,nan,nan,nan,nan,nan,2
36,17,1,2,2,2,nan,1,1,4,4,3,nan,1,nan,1,10,6,2,2,9,5,nan,2
52,18,1,2,2,2,nan,1,1,3,4,1,1,1,4,2,10,6,2,1,9,1,2,1
81,20,1,0,3,1,nan,1,1,4,2,7,2,1,1,2,7,nan,nan,nan,nan,nan,2,1
57,18,1,0,nan,2,3,1,1,6,1,0,1,nan,3,nan,nan,3,2,1,10,0,nan,3
35,11,3,2,2,1,nan,1,1,5,2,5,nan,1,4,0,10,1,2,1,9,14,nan,1
20,14,5,0,8,2,nan,1,1,2,4,0,nan,1,nan,1,16,5,1,2,6,0,3,2
49,14,3,1,2,1,nan,3,15,2,2,2,2,1,4,2,3,8,2,1,10,3,nan,1
50,18,2,2,2,1,3,1,1,3,4,0,nan,1,nan,2,9,3,2,2,10,1,nan,2
25,13,5,0,8,1,3,2,2,1,1,5,nan,1,nan,2,6,2,2,2,8,0,nan,2
49,12,5,3,3,2,nan,2,2,4,4,1,nan,1,4,5,0,1,2,2,6,3,2,1
62,16,1,4,3,1,nan,3,16,4,2,6,nan,1,4,3,6,3,1,1,9,0,nan,1
64,14,2,2,nan,2,nan,2,2,3,4,1,1,nan,1,nan,nan,8,2,2,nan,0,3,3
21,12,5,0,3,2,nan,2,2,4,4,0,nan,1,4,1,5,3,2,3,7,10,nan,1
46,12,3,4,8,2,nan,2,2,2,4,0,nan,1,nan,6,0,nan,nan,4,nan,nan,2,2
58,15,5,0,3,1,1,3,15,4,11,1,nan,1,nan,6,1,6,2,2,5,30,nan,2
32,12,5,0,nan,1,3,2,2,3,1,2,1,nan,4,nan,nan,5,2,1,7,10,nan,3
32,10,5,0,nan,1,nan,1,1,3,2,0,nan,nan,4,nan,nan,5,2,2,6,0,1,3
41,16,1,0,2,1,nan,1,1,6,1,4,2,1,1,2,0,5,2,1,9,0,2,1
29,9,5,3,nan,2,3,3,16,4,4,0,nan,nan,4,nan,nan,2,2,1,nan,0,nan,3
nan,12,1,0,8,1,nan,3,10,4,9,7,nan,2,nan,6,2,nan,2,2,nan,0,nan,2
64,16,3,1,2,1,nan,3,16,4,2,2,2,1,1,4,0,4,2,2,9,0,nan,1
20,13,5,0,8,2,nan,1,1,2,2,2,1,1,4,4,14,5,2,2,8,5,nan,1
82,14,3,5,nan,2,3,3,3,4,1,8,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,3,3
31,20,5,2,2,1,nan,2,2,5,1,5,nan,1,nan,2,15,2,2,1,9,15,nan,2
28,14,5,0,nan,2,3,1,1,4,2,5,2,nan,4,nan,nan,5,2,1,10,0,2,3
40,10,3,0,2,2,3,2,2,4,4,0,nan,1,nan,4,20,10,2,1,9,10,nan,2
43,12,5,2,4,1,nan,2,2,5,1,0,nan,1,1,nan,7,5,2,2,8,0,nan,1
31,9,5,3,nan,2,2,2,2,nan,4,0,1,nan,2,nan,nan,nan,nan,3,nan,nan,nan,3
84,13,3,4,2,1,nan,2,2,5,1,6,nan,1,nan,6,21,nan,nan,nan,nan,nan,nan,2
79,12,2,2,nan,2,3,2,2,4,1,6,nan,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,3
72,14,2,7,0,2,nan,2,2,2,1,1,1,1,2,5,0,nan,nan,nan,nan,nan,1,1
70,12,2,4,3,2,nan,2,2,3,1,4,nan,1,nan,10,nan,nan,nan,nan,nan,nan,nan,2
47,nan,3,8,8,2,nan,2,2,4,4,0,nan,1,2,8,3,nan,nan,nan,nan,nan,nan,1
